title,imageUrl,lowScore,highScore,review,color,set
Blessed Light,http://crystalcommerce-assets.s3.amazonaws.com/photos/6433032/large/en_CyiWlddNCQ.png?1523638573,3,,"This is the bread-and-butter removal spell that white gets, and you'll always play it, even if it's not exciting. Hitting enchantments is a nice upside, and the first 1-2 of these will make your deck better (even if casting this doesn't make you feel particularly blessed).",white,dom
Board the Weatherlight,http://crystalcommerce-assets.s3.amazonaws.com/photos/6431710/large/en_u8lN3Jn8bL.png?1523638624,1,,"I am not on board with this plan, as it would take around ten hits before I'd feel comfortable running it (that gives you about an 80% chance). You're already paying 2 mana for card selection, not advantage, and the chance of missing is way worse than the slight quality upgrade you get with this kind of selection. Save this one for Constructed.",white,dom
Call the Cavalry,http://crystalcommerce-assets.s3.amazonaws.com/photos/6433173/large/en_MNDlxTVfhD.png?1523638671,3,,"This is a solid addition to any deck, and gets even better when you factor in mass pump or sacrifice synergy. 4/4 worth of stats for 4 with a keyword is a great deal, and I'm running this whenever I have it.",white,dom
Charge,http://crystalcommerce-assets.s3.amazonaws.com/photos/6429212/large/en_yWEvEakMAY.png?1523638704,1.5,,"You really aren't getting charged much for this, as 1 mana is as cheap as it gets. I wouldn't want to run this in a normal deck, but once your creature count edges toward 17+ and you start making tokens, it becomes very appealing.",white,dom
D'Avenant Trapper,http://crystalcommerce-assets.s3.amazonaws.com/photos/6433175/large/en_we54YuBlz4.png?1523638769,2,,"A creature with solid stats and a good aggressive ability is a welcome addition to any beatdown deck, and you don't need that many historic cards to make this great. Getting one tap out of the deal is enough to make this good, and if you do end up with 8+ cards that trigger it, it could easily be one of the best cards in your deck.",white,dom
"Danitha Capashen, Paragon",http://crystalcommerce-assets.s3.amazonaws.com/photos/6431709/large/en_bfgTQQfe8V.png?1523638741,3.5,,"Even excluding the cost reduction on Auras and Equipment, Danitha delivers a beating. A 2/2 with three keywords is quite the threat, and your opponent will constantly fear her gaining an Aura of some kind. She locks up the ground early, chips in for a few damage (and a few life), and later makes the perfect target for any sort of pump spell. As is true with all legendaries, she also makes your historic theme better, which from here on out goes for any legend, to save me the trouble of repeating it (though it is a real bonus).",white,dom
Daring Archaeologist,http://crystalcommerce-assets.s3.amazonaws.com/photos/6432343/large/en_xZamUvwUVV.png?1523638751,3.5,,"This takes a little bit of work, but there are two separate build-around angles here, and both are worth digging into. First of all, this draws you a card if you have an artifact in your graveyard, making it a card advantage engine. Second, if you have a bunch of historic cards, this transforms from a mild-mannered archaeologist to an Indian Jones-esque combat machine. You can play this for either side, even if they overlap a lot, and I would be happy to take this early and see how it goes. This doesn't belong in a museum-it belongs in your deck.",white,dom
Dauntless Bodyguard,http://crystalcommerce-assets.s3.amazonaws.com/photos/6429226/large/en_ek35kWR6M0.png?1523638761,3,,"This card is a sweet design, and I think it will play quite well to boot. It's a 1-mana beater that is highly relevant if you draw it later, as it can protect whatever your best creature is. I like this even in a control deck, as I'm always in the market for early drops that are good at all points of the game.",white,dom
Dub,http://crystalcommerce-assets.s3.amazonaws.com/photos/6429236/large/en_R3ihwgzW4i.png?1523638847,2,,"All right, I'm going to try and get it right on this powerful Aura, as I feel like I tend to undervalue these things. I will say that it's hard to gauge exactly how formats play out, and how much removal there is, but the last couple sets have come with powerful Auras that ended up being high picks. Once you turn something into a Knight, it becomes nearly unstoppable in combat, and hits for a couple extra damage. That's enough to get me interested, and I think this is going to range from good to great in aggressive decks (even if you sometimes side it out against removal).",white,dom
"Evra, Halcyon Witness",http://crystalcommerce-assets.s3.amazonaws.com/photos/6429238/large/en_8luXOaiWJ8.png?1523638864,3,,"This card is very powerful, in that it can have a very high power. It mostly plays as a 4/4 lifelink, but if you get a hit in after switching, things really get going. I wouldn't quite call this a bomb, because it is a 6-cost 4/4 that needs to live to get value, and really needs to live to hit twice to really go off.",white,dom
Excavation Elephant,http://crystalcommerce-assets.s3.amazonaws.com/photos/6433177/large/en_C3GzPD7b8v.png?1523638878,2.5,,"It may be an artifact of past formats, but I kind of like the 3/5 for 5 statline, and the ability to draw a card later in the game is real upside. Once you have 3-4 artifacts that are likely to hit the bin, this is a card I prize, though before that it's more suited for sieges than for digging.",white,dom
Fall of the Thran,http://crystalcommerce-assets.s3.amazonaws.com/photos/6429240/large/en_0St0HylzII.png?1523638888,1.5,,"If this is the best the Thran can muster, it's no wonder they fell. Armageddon is great when you are winning, but this costs 6 instead of 4, and starts giving the lands back (though you do get first crack at spending the mana). Boom // Bust didn't usually work out very well, and this is reminiscent of that-when you are winning, casting a 6-mana common creature is likely better than this, which doesn't speak well of our first Saga.",white,dom
Gideon's Reproach,http://crystalcommerce-assets.s3.amazonaws.com/photos/6433179/large/en_rzgjK4ceU5.png?1523639063,3,,"There's nothing wrong with Gideon's Reproach, and it plays well in aggro and control decks alike. Granted, it's a little better in control because they get to block before you cast this when you're beating down, but this is a staple common and one you'll always be happy to run.",white,dom
Healing Grace,http://crystalcommerce-assets.s3.amazonaws.com/photos/6429278/large/en_7KmbzfDcsk.png?1523639162,1,,"Power creep is just out of control. In just 25 years, we went from Healing Salve to this. I guess that makes this the white Ancestral Recall? It's not actually good, though if you have a lot of creatures that are of similar size to the opponent, or the game comes down to a race, it could be a good sideboard card.",white,dom
History of Benalia,http://crystalcommerce-assets.s3.amazonaws.com/photos/6429284/large/en_lFReKuC3sT.png?1523639188,4,,"3 mana for two Knights and a mini-Overrun is incredible value-some might even say mythic amounts (why is this a mythic?). I'd slam this and not even care if I had other Knights, though I would bias my pick order slightly toward them.",white,dom
Invoke the Divine,http://crystalcommerce-assets.s3.amazonaws.com/photos/6429294/large/en_7jNdxqFNNv.png?1523639214,0.5,,"In a shocking twist, this gets a sideboard grade. It's a fine offering out of the board, and it might make the main deck in Sealed (I'd need to play a little more to be sure).",white,dom
Knight of Grace,http://crystalcommerce-assets.s3.amazonaws.com/photos/6429322/large/en_qLy06tOl3h.png?1523639296,3.5,,"A 2/2 first striker for 2 would easily be a 3.0, and the extra abilities are quite nice. Against black decks, this edges toward a 4.0 in terms of value, so I'd slam this early and often. I also really like the ""hexproof from black"" design space-it does protection in a way that doesn't feel totally hopeless. A 3/2 first strike that is immune to black removal is a beating, but can be overcome by enough power and toughness.",white,dom
Knight of New Benalia,http://crystalcommerce-assets.s3.amazonaws.com/photos/6433181/large/en_KxdALRY2YP.png?1523639306,2,,"Where a 3/1 for 2 lands is almost a test of how much I'll like the format-when it's great, it's probably a bit fast for my taste. I'm guessing this comes in as solid playable, which makes me happy-board position will matter, but you probably aren't just dead if you miss your 2-drop.",white,dom
"Kwende, Pride of Femeref",http://crystalcommerce-assets.s3.amazonaws.com/photos/6429326/large/en_31E1TVKmZz.png?1523639317,2,,"Femeref may be proud of this guy, but I don't think I would be. You aren't going to end up with all that many first-strikers, and a 2/2 double-striker for 4 is nothing to write home about. He does combine well with pump spells, so there is that at least.",white,dom
Lyra Dawnbringer,http://crystalcommerce-assets.s3.amazonaws.com/photos/6429334/large/en_tan6TXUF1y.png?1523639349,4.5,,"I'd play this as long as I had three to four other Angels, and also if I had one to two, or zero. This is just Baneslayer Angel, and Baneslayer is a bomb. The only thing keeping this from a flat 5 rating is that it does die to removal/bounce, though lifelink means it brings you back even when you're losing badly.",white,dom
Mesa Unicorn,http://crystalcommerce-assets.s3.amazonaws.com/photos/6432991/large/en_VJLNf7fXqy.png?1523639397,2.5,,"Bishop's Soldier ended up being very good, even in the slightly-slower world of Rivals, so I have high hopes for Mesa Unicorn. It's no Mesa Pegasus (banding is unreal-don't look it up unless you have a lot of time), but it's good on turn 2 and good late with pump spells.",white,dom
On Serra's Wings,http://crystalcommerce-assets.s3.amazonaws.com/photos/6429356/large/en_A7fSaQiVVp.png?1523639451,3.5,,"I'm coming in high on this because of how much of a payoff it is. Often, it will be good even if you only get one hit in. If you can slap this on something and have it live, you likely just win the game. It does lose some luster in removal-heavy matchups, but I doubt I'd side this out unless they were packing some real heat.",white,dom
